waypoint1	waypoint2	distance_m	duration_s
Kumara Parvatha	Baba Budan Giri	153335	15190
Basavakalyan Fort	Horanadu Annapoorneshwari Temple	685281	54709
Kukke Subramanya Temple	Basavakalyan Fort	753927	57517
Shivagange	Basavakalyan Fort	751850	45160
Basavakalyan Fort	Aihole	285833	23370
Gulbarga	Basavakalyan Fort	83075	6234
Balmuri Falls	Basavakalyan Fort	770207	54025
Triveni Sangama	Basavakalyan Fort	1206029	82384
Basavakalyan Fort	Sri Nimishambha Temple	757002	52636
Bheemeshwari	Basavakalyan Fort	729924	43524
Shivanasamudra	Basavakalyan Fort	764561	53512
Kumara Parvatha	Basavakalyan Fort	755299	58335
Kukke Subramanya Temple	Horanadu Annapoorneshwari Temple	142712	13786
Shivagange	Horanadu Annapoorneshwari Temple	277808	20514
Aihole	Horanadu Annapoorneshwari Temple	413500	34493
Gulbarga	Horanadu Annapoorneshwari Temple	655609	48124
Balmuri Falls	Horanadu Annapoorneshwari Temple	246633	20740
Triveni Sangama	Horanadu Annapoorneshwari Temple	1931421	124077
Sri Nimishambha Temple	Horanadu Annapoorneshwari Temple	244399	20079
Bheemeshwari	Horanadu Annapoorneshwari Temple	326604	23965
Shivanasamudra	Horanadu Annapoorneshwari Temple	345476	24783
Kumara Parvatha	Horanadu Annapoorneshwari Temple	154792	15178
Kukke Subramanya Temple	Shivagange	241017	17179
Kukke Subramanya Temple	Aihole	506829	36829
Kukke Subramanya Temple	Gulbarga	686015	50405
Kukke Subramanya Temple	Balmuri Falls	165971	14961
Kukke Subramanya Temple	Triveni Sangama	2002554	123279
Kukke Subramanya Temple	Sri Nimishambha Temple	177813	16212
Kukke Subramanya Temple	Bheemeshwari	289814	20631
Kukke Subramanya Temple	Shivanasamudra	246932	21327
Kukke Subramanya Temple	Kumara Parvatha	53485	6626
Shivagange	Aihole	407338	24957
Gulbarga	Shivagange	586524	38534
Balmuri Falls	Shivagange	142574	10156
Shivagange	Triveni Sangama	1757011	107278
Shivagange	Sri Nimishambha Temple	129733	8853
Bheemeshwari	Shivagange	63390	6045
Shivanasamudra	Shivagange	137291	9729
Kumara Parvatha	Shivagange	218371	16291
Gulbarga	Aihole	219485	17134
Balmuri Falls	Aihole	524740	34426
Triveni Sangama	Aihole	1516216	100904
Aihole	Sri Nimishambha Temple	511536	33037
Bheemeshwari	Aihole	455305	30140
Shivanasamudra	Aihole	519095	33913
Kumara Parvatha	Aihole	509833	38736
Balmuri Falls	Gulbarga	703899	47865
Gulbarga	Triveni Sangama	1265635	84532
Gulbarga	Sri Nimishambha Temple	690695	46476
Bheemeshwari	Gulbarga	576376	41179
Shivanasamudra	Gulbarga	698254	47352
Kumara Parvatha	Gulbarga	688992	52174
Balmuri Falls	Triveni Sangama	1882423	116133
Balmuri Falls	Sri Nimishambha Temple	16496	1934
Balmuri Falls	Bheemeshwari	146529	12760
Shivanasamudra	Balmuri Falls	90273	7395
Balmuri Falls	Kumara Parvatha	135620	11450
Triveni Sangama	Sri Nimishambha Temple	1860807	114464
Bheemeshwari	Triveni Sangama	1733515	105378
Shivanasamudra	Triveni Sangama	1868366	115340
Kumara Parvatha	Triveni Sangama	1971665	122100
Bheemeshwari	Sri Nimishambha Temple	134012	11547
Shivanasamudra	Sri Nimishambha Temple	73347	5856
Kumara Parvatha	Sri Nimishambha Temple	147512	12733
Shivanasamudra	Bheemeshwari	141930	12607
Bheemeshwari	Kumara Parvatha	265911	19672
Shivanasamudra	Kumara Parvatha	214666	17740
